,Close,ds,yhat,yhat_lower,yhat_upper,10sma,50sma
0,1.3224200010299683,2023-08-01 07:00:00,1.3250119857280895,1.3233523508844478,1.3266297252392543,,
1,1.3244099617004395,2023-08-01 08:00:00,1.3253743432166827,1.323761425727165,1.3268735234897864,,
2,1.3253599405288696,2023-08-01 09:00:00,1.32569385567845,1.3241778603763636,1.3272930385532784,,
3,1.325909972190857,2023-08-01 10:00:00,1.3260042794164995,1.3243019256723063,1.327719405494654,,
4,1.326159954071045,2023-08-01 11:00:00,1.3263455031432723,1.324667693404446,1.3280298914542439,,
5,1.3272099494934082,2023-08-01 12:00:00,1.3267131062807882,1.3251023666853665,1.328271561830185,,
6,1.3293999433517456,2023-08-01 13:00:00,1.3270497466209175,1.3254896662885818,1.3287374958337113,,
7,1.3281699419021606,2023-08-01 14:00:00,1.3272925273018148,1.3256964719924327,1.3288920255582928,,
8,1.3282599449157715,2023-08-01 15:00:00,1.3274331521907545,1.325826669427125,1.3290539766073797,,
9,1.3288999795913696,2023-08-01 16:00:00,1.327531110151863,1.3259087255977882,1.3290808041756463,1.3264449609729132,
10,1.3296200037002563,2023-08-01 17:00:00,1.327663133077211,1.3260162032966207,1.3291700159288578,1.3267100757078254,
11,1.3293999433517456,2023-08-01 18:00:00,1.3278540944154962,1.3263357821495565,1.329525356489317,1.3269580508277066,
12,1.3290599584579468,2023-08-01 19:00:00,1.3280545051260972,1.326599359988121,1.329690733016675,1.3271941157724714,
13,1.3288099765777588,2023-08-01 20:00:00,1.328186985541432,1.326524814480626,1.3299402015068122,1.3274123863849647,
14,1.3279900550842285,2023-08-01 21:00:00,1.3282190443198998,1.3265438203715374,1.3297885474907805,1.3275997405026274,
15,1.3263800144195557,2023-08-01 22:00:00,1.3281948522739957,1.3266115890331251,1.3298438133293775,1.327747915101948,
16,1.3265999555587769,2023-08-01 23:00:00,1.3281980344546567,1.326544322829313,1.329816892713565,1.3278627438853223,
17,1.3269100189208984,2023-08-02 00:00:00,1.3282823652599465,1.3267138580425695,1.3298340431194375,1.3279617276811353,
18,1.3277000188827515,2023-08-02 01:00:00,1.3284351149517448,1.32687559082738,1.330040742218985,1.3280619239572344,
19,1.3273999691009521,2023-08-02 02:00:00,1.3287501008463034,1.3271649241504895,1.3302722446949655,1.3281838230266785,
20,1.3289400339126587,2023-08-02 03:00:00,1.3290450474292315,1.3275492547186678,1.3305632665030172,1.3283220144618804,
21,1.3288899660110474,2023-08-02 04:00:00,1.3293331750200343,1.32781138750343,1.3309914929983333,1.3284699225223342,
22,1.3294999599456787,2023-08-02 05:00:00,1.3296531130530547,1.3281135128035284,1.3312891696911937,1.32862978331503,
23,1.3294600248336792,2023-08-02 06:00:00,1.3300206088049542,1.3284230634178154,1.331518777553277,1.3288131456413823,
24,1.330399990081787,2023-08-02 07:00:00,1.3304082586101649,1.3287702760200037,1.3319512850954196,1.3290320670704088,
25,1.3304799795150757,2023-08-02 08:00:00,1.330774556943911,1.3292179369762822,1.3324675292818338,1.3292900375374004,
26,1.3312100172042847,2023-08-02 09:00:00,1.3311101173499764,1.329549572031848,1.3326380409425251,1.329581245826932,
27,1.3310999870300293,2023-08-02 10:00:00,1.3314496959064546,1.3298374664366166,1.3330557525775344,1.329897978891583,
28,1.330680012702942,2023-08-02 11:00:00,1.3318340381704699,1.330313236326639,1.3333601334934413,1.3302378712134555,
29,1.3316500186920166,2023-08-02 12:00:00,1.332259429395029,1.3306240254742872,1.3338973733107722,1.330588804068328,
30,1.3315199613571167,2023-08-02 13:00:00,1.3326690759747912,1.331017481364954,1.3342491873558988,1.330951206922884,
31,1.3327200412750244,2023-08-02 14:00:00,1.33300046814096,1.3315059612959246,1.3345857406344668,1.3313179362349765,
32,1.3343900442123413,2023-08-02 15:00:00,1.3332455330355837,1.3317414527978437,1.334848466753381,1.3316771782332295,
33,1.3334800004959106,2023-08-02 16:00:00,1.3334638186593615,1.3318067216833314,1.335033236833932,1.33202149921867,
34,1.3328900337219238,2023-08-02 17:00:00,1.333731953561632,1.3321487081485832,1.3352210774491495,1.332353868713817,
35,1.334380030632019,2023-08-02 18:00:00,1.3340745489731627,1.3324976034125433,1.3356552407112234,1.3326838679167419,
36,1.3344500064849854,2023-08-02 19:00:00,1.3341588392143997,1.3325190340497701,1.3358043586614337,1.3329887401031844,
37,1.3344899415969849,2023-08-02 20:00:00,1.3341897439656958,1.3325891127990879,1.3358039442668108,1.3332627449091086,
38,1.3348400592803955,2023-08-02 21:00:00,1.334134073108584,1.332516711927043,1.3355910906306028,1.33349274840292,
39,1.334529995918274,2023-08-02 22:00:00,1.3340351721682604,1.3323844482883844,1.3356438462037452,1.333670322680243,
40,1.334439992904663,2023-08-02 23:00:00,1.3339757264098753,1.332486824671037,1.3355931697606573,1.3338009877237516,
41,1.3344099521636963,2023-08-03 00:00:00,1.3340084692330283,1.3324892715477386,1.3356144654817614,1.3339017878329584,
42,1.3347599506378174,2023-08-03 01:00:00,1.3341195430721389,1.332470424451222,1.3357561857074947,1.333989188836614,
43,1.3343100547790527,2023-08-03 02:00:00,1.3342547060746421,1.3326908946185034,1.335702504997216,1.334068277578142,
44,1.3349000215530396,2023-08-03 03:00:00,1.33437728763228,1.3327422927718844,1.335842042761442,1.3341328109852066,
45,1.3352400064468384,2023-08-03 04:00:00,1.3344992141346217,1.3329253539259418,1.3361691337291277,1.3341752775013527,
46,1.3357700109481812,2023-08-03 05:00:00,1.3346577988472283,1.3330717315906722,1.3361994062035758,1.3342251734646355,
47,1.3346699476242065,2023-08-03 06:00:00,1.3348674675047592,1.3333044131133414,1.3365927797638142,1.3342929458185417,
48,1.336050033569336,2023-08-03 07:00:00,1.3350995062498097,1.333477540222533,1.3366606554972054,1.3343894891326644,
49,1.3365000486373901,2023-08-03 08:00:00,1.3353111270844802,1.3337451266462368,1.3368721524485272,1.3345170846242864,1.33068099907449
50,1.3376599550247192,2023-08-03 09:00:00,1.3354917046047379,1.3339025562719895,1.3371020192937648,1.3346686824437726,1.3308905934520225
51,1.3366899490356445,2023-08-03 10:00:00,1.3356748145116963,1.3340623636996753,1.3374036438761223,1.3348353169716394,1.3310966028779232
52,1.3367700576782227,2023-08-03 11:00:00,1.3359000946524848,1.3344600470036805,1.3375634846486943,1.3350133721296742,1.3313007276574036
53,1.3369100093841553,2023-08-03 12:00:00,1.3361628082085042,1.33441947762633,1.3377686555650408,1.3352041823430603,1.3315038982332439
54,1.3352999687194824,2023-08-03 13:00:00,1.336254265631057,1.3345746520681934,1.337845320696498,1.335391880142938,1.3317020734829996
55,1.335710048675537,2023-08-03 14:00:00,1.336262111184191,1.3345686063933972,1.337840269989533,1.3355681698478947,1.3318930535810674
56,1.3366199731826782,2023-08-03 15:00:00,1.336177571136046,1.334623647426848,1.3377908098036517,1.3357201470767766,1.33207561007137
57,1.3340699672698975,2023-08-03 16:00:00,1.3360596159540497,1.3345658083978287,1.3375792612722737,1.3358393619217055,1.332250951844415
58,1.3329999446868896,2023-08-03 17:00:00,1.3359844253088027,1.3344848038661834,1.337584308724833,1.335927853827605,1.3324219773067756
59,1.3345099687576294,2023-08-03 18:00:00,1.3359762937245983,1.3344973825756101,1.3375937651621799,1.3359943704916168,1.3325908809782305
60,1.3353899717330933,2023-08-03 19:00:00,1.3359851337107425,1.334344461598959,1.3375530027926623,1.3360437134022174,1.3327573209909012
61,1.3355400562286377,2023-08-03 20:00:00,1.335932954763886,1.3343525433099668,1.337522311695081,1.3360695274274363,1.3329188981978688
62,1.3351800441741943,2023-08-03 21:00:00,1.3357866493325286,1.3341645423684008,1.3373821160655572,1.3360581828954405,1.3330735410819974
63,1.3352999687194824,2023-08-03 22:00:00,1.3355897734401674,1.3340253346745123,1.3372092739082533,1.336000879418607,1.3332215968399723
64,1.3350000381469727,2023-08-03 23:00:00,1.3354253452641756,1.3338566417890305,1.336971722868317,1.3359179873819187,1.3333657228588578
65,1.335070013999939,2023-08-04 00:00:00,1.3353465463595873,1.3336792898967214,1.3369432812979438,1.3358264308994585,1.3335087567405697
66,1.3338700532913208,2023-08-04 01:00:00,1.335340073838683,1.333834204872354,1.336963140980111,1.3357426811697222,1.3336515975282501
67,1.3339699506759644,2023-08-04 02:00:00,1.3353523369015914,1.3338187426634662,1.3370752168041697,1.3356719532644763,1.333792996961083
68,1.335170030593872,2023-08-04 03:00:00,1.3353474009346762,1.3337587259291037,1.3368513169940077,1.3356082508270637,1.333931242680742
69,1.3349299430847168,2023-08-04 04:00:00,1.3353380007040057,1.333656884174338,1.336946678543817,1.3355444215250043,1.3340630006778957
70,1.3353699445724487,2023-08-04 05:00:00,1.3353623167187771,1.333868278038729,1.3369883530917641,1.3354821398258077,1.3341893460636869
71,1.3353999853134155,2023-08-04 06:00:00,1.3354355725227722,1.3338625914094515,1.3370831429021506,1.3354324016016963,1.3343113940137414
72,1.336300015449524,2023-08-04 07:00:00,1.3355301098242296,1.3338879302576008,1.3371741913365998,1.3354067476508666,1.3344289339491646
73,1.3361599445343018,2023-08-04 08:00:00,1.3356040966627991,1.3341718317598354,1.3373341657809217,1.3354081799731297,1.3345406037063219
74,1.3367700576782227,2023-08-04 09:00:00,1.3356478627603119,1.3341278404038255,1.3373212038574018,1.3354304317227434,1.3346453957893245
75,1.336549997329712,2023-08-04 10:00:00,1.335695922672767,1.3342152496547597,1.3373165589840876,1.3354653693540612,1.334743823103902
76,1.3371700048446655,2023-08-04 11:00:00,1.3357888217211884,1.3341304064753268,1.3374582314055092,1.3355102441423117,1.3348373971913259
77,1.3375699520111084,2023-08-04 12:00:00,1.335922684523369,1.3343800457429298,1.3375643080609947,1.3355672789044895,1.3349268569636643
78,1.3363699913024902,2023-08-04 13:00:00,1.3360405941212732,1.3344356150656254,1.3377139194778982,1.3356365982231493,1.3350109880826806
79,1.3352099657058716,2023-08-04 14:00:00,1.3360799517713087,1.3345057732444836,1.3376402026981338,1.3357107933298797,1.3350873985302059
80,1.336169958114624,2023-08-04 15:00:00,1.3360326265822893,1.3343859274234364,1.3375223185256722,1.335777824316231,1.335154669542356
81,1.3338299989700317,2023-08-04 16:00:00,1.3359581355566874,1.3343850911201902,1.3376775824002132,1.3358300806196224,1.3352138228906707
82,1.3321599960327148,2023-08-04 17:00:00,1.335933098972347,1.3344546253620768,1.3375567015202068,1.335870379534434,1.3352675742094058
83,1.334130048751831,2023-08-04 18:00:00,1.3359821378783507,1.334293937552842,1.3375996585620853,1.3359081836559894,1.3353179405937856
84,1.3383300304412842,2023-08-04 19:00:00,1.3360553706521854,1.3345111918475148,1.3376636406832376,1.3359489344451765,1.3353644089355967
85,1.3383599519729614,2023-08-04 20:00:00,1.3360748871010357,1.3346374824774174,1.3376872980303822,1.3359868308880034,1.3354044156981542
86,1.3375999927520752,2023-08-04 21:00:00,1.3360075312688249,1.3344117037829504,1.337648856416366,1.336008701842767,1.3354413895392425
87,1.3377000093460083,2023-08-04 22:00:00,1.3358966806931236,1.334202816610266,1.3374965596983752,1.3360061014597426,1.3354755282737911
88,1.3372000455856323,2023-08-07 00:00:00,1.3375927083319668,1.3358951763976763,1.3391922986849656,1.336161312880812,1.3355447009782588
89,1.3368799686431885,2023-08-07 01:00:00,1.337476302491302,1.3358361376631485,1.339062513905474,1.3363009479528114,1.3356135235847197
90,1.3372399806976318,2023-08-07 02:00:00,1.3373837918771778,1.3358787189353916,1.3389249328514825,1.3364360644823,1.3356816848940658
91,1.3368699550628662,2023-08-07 03:00:00,1.3372793044330562,1.3356630074075073,1.3389923085324558,1.336568181369937,1.3357471015980664
92,1.3373500108718872,2023-08-07 04:00:00,1.3371755175852462,1.3355415528687065,1.3387601299581562,1.336692423231227,1.3358082210883282
93,1.3376599550247192,2023-08-07 05:00:00,1.3371104364272606,1.3355244938948883,1.3386959350096428,1.3368052530861179,1.335865335695381
94,1.3376200199127197,2023-08-07 06:00:00,1.3370991083829287,1.3354920137642998,1.3385771576746912,1.3369096268591922,1.335919772110394
95,1.3381600379943848,2023-08-07 07:00:00,1.337113361124348,1.3354963617783384,1.3386761511952574,1.3370134742615236,1.3359720550501886
96,1.3372000455856323,2023-08-07 08:00:00,1.3371108590461416,1.3355913080609054,1.3387516743248522,1.337123807039255,1.3360211162541666
97,1.338420033454895,2023-08-07 09:00:00,1.33708133218712,1.3356012602284808,1.3387311646967814,1.3372422721886548,1.3360653935478137
98,1.3384900093078613,2023-08-07 10:00:00,1.337058608200094,1.3354277827887222,1.3386709348086248,1.3371888621754675,1.3361045755868195
99,1.3393499851226807,2023-08-07 11:00:00,1.3370824682133753,1.3353639253569756,1.338647202995014,1.337149478747675,1.3361400024093972
100,1.336959958076477,2023-08-07 12:00:00,1.3371482062751419,1.3356114813394733,1.3387777286268165,1.3371259201874712,1.3361731324428054
101,1.3357000350952148,2023-08-07 13:00:00,1.3371980202326672,1.335559111362464,1.3386646301253933,1.3371177917674324,1.3362035965572248
102,1.3383100032806396,2023-08-07 14:00:00,1.3371683839603428,1.3355660432240273,1.3387706911010293,1.337117078404942,1.336228962343382
103,1.3378100395202637,2023-08-07 15:00:00,1.3370502099600856,1.3354075242857224,1.338562752800702,1.3371110557582244,1.3362467103784135
104,1.3373199701309204,2023-08-07 16:00:00,1.3369020427220195,1.335346954426704,1.338530339249126,1.3370913491921335,1.3362596659202328
105,1.336959958076477,2023-08-07 17:00:00,1.3367995276108793,1.335228109665062,1.3384088330058408,1.3370599658407865,1.3362704142487667
106,1.3360999822616577,2023-08-07 18:00:00,1.3367663218782322,1.3352486096530676,1.338361960181299,1.3370255121239958,1.3362821892636105
107,1.3367799520492554,2023-08-07 19:00:00,1.3372346408942108,1.335621797246916,1.3388108391435773,1.337040842994705,1.3363056897624137
108,1.3369200229644775,2023-08-07 20:00:00,1.337642636310942,1.3361611987797766,1.3393133082885476,1.3370992458057895,1.3363388539824563
109,1.336840033531189,2023-08-07 21:00:00,1.3379563003525752,1.336421381116594,1.3394800218141858,1.3371866290197096,1.336378454115016
110,1.3367700576782227,2023-08-07 22:00:00,1.338218220617006,1.3367491033333971,1.3399178730905126,1.337293630453896,1.336423115853141
111,1.3375600576400757,2023-08-07 23:00:00,1.3385103901597948,1.3368343258161264,1.3401194217679067,1.3374248674466087,1.3364746645610595
112,1.3371399641036987,2023-08-08 00:00:00,1.338884921089861,1.3373179769569263,1.3404824084399847,1.3375965211595606,1.3365366299962063
113,1.337339997291565,2023-08-08 01:00:00,1.3393274098366705,1.337731338322907,1.3408180861530146,1.3378242411472192,1.3366113827241362
114,1.3394700288772583,2023-08-08 02:00:00,1.3397831473237807,1.3381587706152878,1.3413628737155843,1.3381123516073952,1.336698538765328
115,1.3380999565124512,2023-08-08 03:00:00,1.3402150770972059,1.3385709365178842,1.3418519874244754,1.338453906556028,1.3367959093800805
116,1.3394099473953247,2023-08-08 04:00:00,1.3406348227623475,1.3389718130963892,1.3422487457537642,1.3388407566444394,1.3369018043585539
117,1.3392200469970703,2023-08-08 05:00:00,1.3410794786275069,1.339526660030609,1.342738363266486,1.339225240417769,1.337016347193072
118,1.3398799896240234,2023-08-08 06:00:00,1.3415633351511016,1.3400095468355235,1.3433118670058763,1.339617310301785,1.3371406658774005
119,1.3416500091552734,2023-08-08 07:00:00,1.3420576258409023,1.3405728692374093,1.3436723747044852,1.3400274428506176,1.3372750583801385
120,1.3423199653625488,2023-08-08 08:00:00,1.342519590800881,1.3409549873210247,1.3441281786439196,1.3404575798690053,1.3374182038617806
121,1.3423199653625488,2023-08-08 09:00:00,1.3429387107340356,1.3413888431373757,1.3445258616756115,1.3409004119264292,1.3375682666260058
122,1.3441499471664429,2023-08-08 10:00:00,1.3433487419434718,1.3419742161971218,1.3449590881588904,1.3413467940117905,1.337724639268391
123,1.3453199863433838,2023-08-08 11:00:00,1.3437895731416316,1.3422160469487543,1.3453618276629786,1.3417930103422866,1.3378883487979676
124,1.3476500511169434,2023-08-08 12:00:00,1.3439221062833084,1.342315078495029,1.345530962072956,1.3422069062382394,1.3380538336684273
125,1.348479986190796,2023-08-08 13:00:00,1.3440236766276004,1.3424152088660015,1.345557782004283,1.3425877661912788,1.338220388747524
126,1.348639965057373,2023-08-08 14:00:00,1.3440313873126608,1.3425564873844247,1.345663466619138,1.34292742264631,1.3383852400593537
127,1.3468300104141235,2023-08-08 15:00:00,1.3439369422057577,1.3422375246276685,1.3455951092351381,1.3432131690041351,1.3385455252130012
128,1.3455899953842163,2023-08-08 16:00:00,1.3437998301710279,1.342352953998477,1.3453653295772465,1.3434368185061278,1.3387007099339963
129,1.3442000150680542,2023-08-08 17:00:00,1.3436967831005382,1.3421446164825745,1.3453648394622628,1.3436007342320913,1.338853046560581
130,1.3427499532699585,2023-08-08 18:00:00,1.3436526744429855,1.3420032572312421,1.3452050012409493,1.3437140425963017,1.3390054475177948
131,1.3418999910354614,2023-08-08 19:00:00,1.3436180151577477,1.3420271848002372,1.3453228789124554,1.343781973038673,1.339158645109816
132,1.3411999940872192,2023-08-08 20:00:00,1.3435154255772477,1.342024472802366,1.3451579036240247,1.3437986414020506,1.339310291641914
133,1.3413699865341187,2023-08-08 21:00:00,1.3433124143598725,1.341727227874065,1.3448349831193662,1.3437509255238747,1.3394568971715444
134,1.3410999774932861,2023-08-08 22:00:00,1.3430531523181248,1.341410133894123,1.3446226909940941,1.3436640301273564,1.3395968528048632
135,1.3422800302505493,2023-08-08 23:00:00,1.3428212645029474,1.3412880018099822,1.3444182901860717,1.343543788914891,1.3397317803529014
136,1.3426100015640259,2023-08-09 00:00:00,1.342670525312407,1.3411008518407035,1.3442252859668016,1.3434077027148654,1.339865040233773
137,1.3428900241851807,2023-08-09 01:00:00,1.3425882050083675,1.3410575926758774,1.3443241497248062,1.3432728289951268,1.3399988707200778
138,1.3422600030899048,2023-08-09 02:00:00,1.3425212611022717,1.3408253198071634,1.3441769751456414,1.343144972088251,1.340097441775484
139,1.3413200378417969,2023-08-09 03:00:00,1.3424342778845477,1.3408827248167416,1.3439869880237865,1.343018721566652,1.3401966012833493
140,1.3418500423431396,2023-08-09 04:00:00,1.3423404756747088,1.34067998392928,1.3439715441192328,1.3428875016898243,1.3402957349592994
141,1.3415800333023071,2023-08-09 05:00:00,1.3422784839070663,1.3406745822233839,1.343866909344067,1.3427535485647561,1.3403957185487798
142,1.341689944267273,2023-08-09 06:00:00,1.342271539950874,1.340658450450788,1.343838927532936,1.3426291600021187,1.3404976389960925
143,1.3407100439071655,2023-08-09 07:00:00,1.3422847500479926,1.340663829745483,1.3438966894357744,1.3425263935709308,1.340601125268507
144,1.3411699533462524,2023-08-09 08:00:00,1.3422766086736473,1.3406967720743383,1.343993063106036,1.342448739206483,1.3407046752743215
145,1.3417099714279175,2023-08-09 09:00:00,1.3422377293716217,1.3406664405640212,1.3437888772256492,1.3423903856933506,1.3408071626392668
146,1.341689944267273,2023-08-09 10:00:00,1.342202868220008,1.3405178606802446,1.343752057654026,1.3423436199841106,1.3409090028227442
147,1.3419899940490723,2023-08-09 11:00:00,1.342212770775941,1.3405190431050311,1.3438968625845065,1.3423060765608679,1.3410116315945206
148,1.342829942703247,2023-08-09 12:00:00,1.342263722292409,1.3406034175531798,1.3438963083976612,1.3422803226798816,1.341115733876367
149,1.3444600105285645,2023-08-09 13:00:00,1.342298929164079,1.3407473067729834,1.3438810136518884,1.342266787807835,1.341220063095381
150,1.3429499864578247,2023-08-09 14:00:00,1.3422558816221455,1.3406341538256972,1.3438371070286075,1.3422583284025786,1.341322216602321
151,1.343209981918335,2023-08-09 15:00:00,1.3421265068086776,1.3404963062878732,1.3437480924436438,1.3422431306927396,1.3414207863338412
152,1.3443100452423096,2023-08-09 16:00:00,1.341970352724365,1.3403812004632893,1.3435757763014444,1.3422130119700886,1.341516825709122
153,1.343269944190979,2023-08-09 17:00:00,1.341864047918542,1.340383294947137,1.3433993165082696,1.3421709417571435,1.341613102468291
154,1.3422499895095825,2023-08-09 18:00:00,1.3418322036219796,1.340156558360806,1.3434330290723049,1.3421265012519767,1.3417117056862904
155,1.3415900468826294,2023-08-09 19:00:00,1.3418249151921,1.3401491427141659,1.343311315616633,1.3420852198340247,1.3418122134379147
156,1.3423800468444824,2023-08-09 20:00:00,1.341764241272275,1.3402319824961304,1.343396984372579,1.3420413571392513,1.3419121718257951
157,1.3414000272750854,2023-08-09 21:00:00,1.3416169917440421,1.3402368303008487,1.3433908897654419,1.3419817792360615,1.341999818842792
158,1.342020034790039,2023-08-09 22:00:00,1.3414265121325977,1.339845203873442,1.3430572493306603,1.3418980582200803,1.3420754963592254
159,1.3420100212097168,2023-08-09 23:00:00,1.3412370300903689,1.3397267272732427,1.3428774715197074,1.3417918683127092,1.342141110953981
160,1.3419300317764282,2023-08-10 00:00:00,1.3411397366296771,1.3394497209406657,1.3428551328414164,1.3416802538134625,1.3421995412742345
161,1.341770052909851,2023-08-10 01:00:00,1.341120774184942,1.339435365947698,1.3425851215883946,1.3415796805510891,1.3422517489547374
162,1.341670036315918,2023-08-10 02:00:00,1.3411259009036098,1.3395310743930453,1.3427275962652188,1.3414952353690135,1.3422965685510124
163,1.341439962387085,2023-08-10 03:00:00,1.341118446177404,1.3394699074790597,1.3426534617263424,1.3414206751948998,1.3423323892778267
164,1.341480016708374,2023-08-10 04:00:00,1.3411103363959018,1.3394918001405607,1.3426627508045255,1.341348488472292,1.3423589330592693
165,1.341599941253662,2023-08-10 05:00:00,1.3411388848246601,1.339622812594611,1.3427986145297461,1.3412798854355479,1.3423774092138185
166,1.3406800031661987,2023-08-10 06:00:00,1.3412185171983513,1.339700274082089,1.3428615230488519,1.3412253130281555,1.3423890831025387
167,1.3402600288391113,2023-08-10 07:00:00,1.3413205196595572,1.3396110471306184,1.34290099499508,1.341195665819707,1.3423939039231798
168,1.3405499458312988,2023-08-10 08:00:00,1.3414021042103816,1.3399024302368803,1.3431296458663473,1.3411932250274856,1.342390679304365
169,1.3407299518585205,2023-08-10 09:00:00,1.3414526454468019,1.3397934725984995,1.3430653004198139,1.3412147865631288,1.3423785796964833
170,1.340309977531433,2023-08-10 10:00:00,1.3415057190699167,1.3398418896988906,1.343209792726749,1.3412513848071526,1.3423583022618637
171,1.3401000499725342,2023-08-10 11:00:00,1.3416009629268562,1.3399825417697524,1.3432446038281258,1.3412994036813441,1.3423315473057205
172,1.339609980583191,2023-08-10 12:00:00,1.341733640199032,1.3401553436035751,1.3433737879289869,1.3413601776108863,1.3422992452708313
173,1.3386000394821167,2023-08-10 13:00:00,1.3418460325342374,1.3401756957343913,1.343513977442399,1.3414329362465696,1.3422603744586836
174,1.3380000591278076,2023-08-10 14:00:00,1.3418748130000249,1.3402510017557598,1.3433785904192728,1.3415093839069818,1.342219428593018
175,1.3398000001907349,2023-08-10 15:00:00,1.3418112078645335,1.3403060879625985,1.3435125319536763,1.3415766162109695,1.3421751792177568
176,1.340000033378601,2023-08-10 16:00:00,1.3417141875951972,1.3401523186869948,1.3432975830872893,1.3416261832506537,1.342128835223407
177,1.341770052909851,2023-08-10 17:00:00,1.3418193985797977,1.3402195519977051,1.3434354619801545,1.3416760711426778,1.342086484350888
178,1.3435499668121338,2023-08-10 18:00:00,1.3419916686254467,1.3403961754160008,1.343601587289836,1.3417350275841844,1.3420503211199766
179,1.3416500091552734,2023-08-10 19:00:00,1.342180910241444,1.340591603899746,1.343706803478877,1.3418078540636487,1.3420200036627947
180,1.344190001487732,2023-08-10 20:00:00,1.3423091329244385,1.3406404995083916,1.3438414987178169,1.3418881954491009,1.341993132832424
181,1.3447500467300415,2023-08-10 21:00:00,1.3423432291229351,1.3407515128221692,1.343924856753044,1.3419624220687087,1.3419676371117273
182,1.3442100286483765,2023-08-10 22:00:00,1.342326754860428,1.3406791038372798,1.343884887857604,1.3420217335348483,1.341943863697391
183,1.3444000482559204,2023-08-10 23:00:00,1.3423427283142884,1.3406968003543533,1.343957209008164,1.3420714031128536,1.3419244699764794
184,1.3443900346755981,2023-08-11 00:00:00,1.3424443310395546,1.3408445539243485,1.3440717708403105,1.3421283549168064,1.341912293550908
185,1.343649983406067,2023-08-11 01:00:00,1.342618260148504,1.3411069894711383,1.344159680495542,1.3422090601452035,1.341908233463819
186,1.3433200120925903,2023-08-11 02:00:00,1.342810924841266,1.3411610104751412,1.3443898405508932,1.3423187338698104,1.3419110414543964
187,1.344130039215088,2023-08-11 03:00:00,1.3429863905042043,1.3414507452838502,1.3445058078857675,1.342435433062251,1.341919005164313
188,1.3438800573349,2023-08-11 04:00:00,1.3431573919033886,1.3416135172592956,1.344783911765928,1.3425520053900453,1.3419317277803353
189,1.3443900346755981,2023-08-11 05:00:00,1.3433621095480075,1.3417064857620016,1.34496528290395,1.3426701253207016,1.3419502844136044
190,1.3439300060272217,2023-08-11 06:00:00,1.3436158809988834,1.3419864473591199,1.3453258134007215,1.342800800128146,1.3419757925200881
191,1.3441699743270874,2023-08-11 07:00:00,1.3438909339472214,1.342271199283246,1.3454552884565287,1.3429555706105745,1.3420080415208913
192,1.3441599607467651,2023-08-11 08:00:00,1.3441454364326724,1.3425428888755966,1.3458086225987127,1.343137438767799,1.3420455194505272
